state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,city,pin_code,resource type,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,oxygen supplier willing to join WhatsAppBot
Gujarat,Surat,14,200,COVIDFYI,568810f3-ab13-4ab2-98a8-d75c0807d56c,1646,medicine,0261-2451775,False,0,0,8,shreejayambemedical@yahoo.com,,SHREE JAY AMBE MEDICAL AGENCY,"12/2856-A/B,SAIYEDPURA,BASEMENT BIBI NI WADI,SURAT,395003",Out of stock,False,,395003,21.2043727,72.8264859,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Nagpur,22,380,COVIDFYI,e152b087-277e-44e8-be7e-ac9e4aa5c3d6,1604,medicine,9373103152,False,0,0,8,vasantlal.bros@gmail.com,,VASANTLAL & BROS,"SHOP NO.18,19,20,21SANDESH DAWA BAZAR,NEAR HAJ HOUSEGANJIPETH ,  NAGPURX,NAGPUR,440002",,False,,440002,21.1644478,79.1153367,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Gandhinagar,14,180,COVIDFYI,3f0b1720-5c1c-465f-89e8-abd00c4086e9,1392,medicine,02762 -221487 02762 -221,False,0,0,8,jlallubhai123@gmail.com,,ANKUR DISTRIBUTORS,"8. A TO Z, SUPER MARKET,MEMON MARKET COMPLEX,STATION  ROADKALOL,KALOL,382721","First number unresponsive, second incorrect",False,,382721,23.2451685,72.5005165,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 12:19pm,,Unresponsive,,,,,,,,
Uttar Pradesh,Varanasi,35,682,COVIDFYI,1eb0969c-af6f-427e-85b7-69a1c2c75e28,631,medicine,9793148185,False,0,0,8,,,Rahul Ameria,,,False,,,,,,,,,,Kavya (Kee),,5/1/2021 15:50:00,All covid related medicines available (NOT INJECTIONS),Available and verified,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,81f5861c-5592-4131-9137-4035f41a805f,1952,medicine,9868123105,False,0,0,8,,,Gautam Bhatia @ Gautam Enterprises,"Gautam Enterprises, Mukherjee Park, Tilak Nagar, Delhi",,False,,,28.6412492,77.1007442,,,,,https://twitter.com/mygovindia/status/1386013218116575233/photo/3,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Bhandara,22,367,COVIDFYI,b5c0f90b-7196-45c0-93a3-26ed29f67d0b,1556,medicine,07184 -251861,False,0,0,8,shrisai_bhandara@rediffmail.com,,SHREE SAI MEDICAL AGENCIES,"BADA BAZAR,BHANDARA,BHANDARA,441904",,False,,441904,21.1648633,79.6592181,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Haryana,Gurgaon,15,206,COVIDFYI,372f5288-ef55-420d-92ec-d84c49cb6d6f,1712,medicine,9910414142,False,0,0,8,,,MGS Hospital Pharmacy Punjabi Bagh,,Sufficiently available,False,,,,,,,,Sector 31,,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,26fdf628-f59b-42be-93e0-9c9ef16f8e52,1905,medicine,9342528866,False,0,0,8,,,VAMAN PHARMA Pvt LTD,"No. 152/16, Ground & First Floor,Dorasanipalya, Bilekahalli Village,Begur Hobli,Off   Bannerghatta Road,Opp to IIM,Bangalore","Was available till last status (23rd April), currently not picking. Check again.",False,,,,,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Gandhinagar,14,180,COVIDFYI,63dcfcd8-2b13-4f97-a43b-e7be05759eb7,1419,medicine,9824419220,False,0,0,8,yeramedical@gmail.com,,YERA MEDICAL AGENCY,"PLOT NO-294, BASEMENT B-1,""""""ABHINANDAN APPARTMENT""""""OPP, CHURCH,  SECTOR 23GANDHINAGAR,GANDHINAGAR,382023","First number unresponsive, second incorrect",False,948640791,382023,23.2367678,72.6476489,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 12:21pm,,Unresponsive,,,,,,,,
West Bengal,North 24 Parganas,37,711,COVIDFYI,ff9f75b0-a95c-4078-bb5d-79e8748ecbfa,1746,medicine,9664400575,False,0,0,8,,,Nexus,,,False,,,,,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Madhya Pradesh,Sagar,21,348,COVIDFYI,069d1b49-5b8d-4972-926f-26e399210d8c,1386,medicine,07582-260425 409225,False,0,0,8,singhal.medi@gmail.com,,SINGHAL MEDICALS(SAG),"KATRA BAZARSAGARSAGARSAGAR (M.P.),SAGAR,470002",No answer,False,,470002,23.8388771,78.7412443,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 11:33am,,Unresponsive,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,4a6bbd23-8781-42e7-bae3-73a282c51c0c,2007,medicine,9004895954,False,0,0,8,,,Bevacizumab Source,"Welcome Medical, Panvel",Whatsapp with prescription,False,,,18.9910113,73.1144557,,,,Medicine: Bevacizumab,,Bharath Alur,Bevacizumab,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,0d5c898a-dd3c-4ce2-9160-6cbbf0a98e1b,1500,medicine,9979737500,False,0,0,8,pharmadistributor2016@gmail.com,,PHARMA DISTRIBUTOR,"3-B, CELLER,NEPTUNE TOWER,OPP, NEHRU BRIDGE,,AHMEDABAD,380009",Not receiving,False,,380009,23.0274965,72.5702531,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:05pm,,Unresponsive,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,638f87ed-f984-4d6b-9509-5114bd540a06,1333,medicine,9970950482,False,0,0,8,jalaramagency2002@gmail.com,,M/S. Jalaram Agencies,"4 And 5, Chemist Bhawan,Opp People Co-Operative Bank Ltd,Gole Colony, Taluka  Mahanagar Palika1 To 61, Dist Nashik Z1,,Nashik,422002",Stock not available. Said government is handling the stock.,False,,422002,20.0053136,73.7834538,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:49pm,,Unavailable but verified,,,,,,,,
Maharashtra,Aurangabad,22,365,COVIDFYI,c2c22910-d5e7-483c-a894-a7c7f749bc35,1304,medicine,9890053040,False,0,0,8,anilmedical.sahuji@gmail.com,,ANIL MEDICAL STORES,"SHOP NO.01, HOUSE NO.3-10-53 CST NOGANDHI CHOWK, AURNGABAD.TAL  AURNGABAD DIST. AURANGABADPIN : 431 001,AURNGABAD,431001",Remdesivir supplied to Hospitals directly,False,,431001,19.8756639,75.3393162,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Maharashtra,Osmanabad,22,384,COVIDFYI,c5807981-095d-4e64-99a6-92179dd4fe87,1605,medicine,9422069948,False,0,0,8,rms.rajmane@gmail.com,,RAJMANE MEDICAL STORES,"2/781,, DHOKI ROADKALAMBDISTRICT OSMANABAD(RS),KALAMB,413507",,False,,413507,18.3712458,76.1044506,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Vadodara,14,198,COVIDFYI,7766a3fe-7399-434f-89d8-dcb82e580867,1410,medicine,0265-2432244,False,0,0,8,ameeeterprise1989@yahoo.com,,AMEE ENTERPRISE,"B/H. GUJRATI KUMAR SHALA NO 1SHIYAPURAROAPURA, BARODABARODA 390  001,BARODA,390001",No answer,False,,390001,22.2976944,73.203784,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 6:42pm,,Unresponsive,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,e57cee7d-ac65-4c80-b23b-400b4d33c945,1781,medicine,9892832289,False,0,0,8,,,"Office of the Joint Commissioner, GB,Bandra East Mumbai - 400051,Mumbai-Zone2",Mumbai-Zone2,,False,,,18.9953645,72.8383931,,,,Medicines,,Bharath Alur,,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,a4deb2e6-e075-4812-8109-61e2772be714,1480,medicine,0161-2726096 ,False,0,0,8,manjitsingh1969@gmail.com,,MAN SINGH BHAGWAN SINGH,"PINDI STREETLUDHIANA,LUDHIANA,141008",Busy,False,9815200536,141008,30.9164168,75.8532749,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 12:35pm,,Unresponsive,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,3d0eb8e6-dff0-49ee-9a0b-ab3040cc06bd,1317,medicine,0161-2726110 ,False,0,0,8,apd0161@rediffmail.com,,ARMAAN PHARMA DISTRIBUTORS,"PINDI STREET,LUDHIANA,LUDHIANA,141008",No stock of Remdesivir for last 22 days (since 2nd Apr),False,9815963631,141008,30.9164168,75.8532749,,,,Remdesivir distribution list,Phone,Bharath Alur,Remdesivir,27/4/2021 6:48pm,,Unavailable but verified,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,8a30f6a4-7fe4-4f15-a15e-0208c22625b9,1884,medicine,9867298860,False,0,0,8,,,Lifeline Medicaments,Borivali East,,False,,,19.2297814,72.8608559,,,,Remdesivir Distributor,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Kerala,Kozhikode,1,11,COVIDFYI,d6b48317-e6c0-4735-9052-bc0934e32208,1257,medicine,9847142642,False,0,0,8,alfariyas@yahoo.co.in,,ALFA AGENCIES,"18/11543-A7,Gr Floor,Opp Raqmnath HospMeyon BuildingJail Road,Calicut,673004",Stock not available,False,,673004,11.2611396,75.7865653,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:46pm,,Unavailable but verified,,,,,,,,
Kerala,Ernakulam,1,7,COVIDFYI,c795ef82-b4bc-4e77-8a37-f97f244cd7a6,1516,medicine,0484-2706727/ 2705552,False,0,0,8,biorexpharma@gmail.com,,BIOREX PHARMA DISTRIBUTORS,"9/556 A4,First FloorFalcon Tower,opp old Cini Theater,Maradu  P.O,Kundannoor,Ernakulam,,ERNAKULAM,682304",Not answering the call on both the numbers,False,,682304,9.9446366,76.3145188,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 9:23pm,,Unresponsive,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,f5180fcf-bca9-4189-a3cd-1fb85031cbde,1351,medicine,9899788707,False,0,0,8,sunnyco99@bol.net.in,,SUNNYCO,"E-99-98-81, (LGF),LAJPAT NAGAR 1,DELHI,110024",,False,9899788709,110024,28.5755205,77.2419522,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,22/4/2021 1:37pm,,Unresponsive,,,,,,,,
Maharashtra,Ahmednagar,22,362,COVIDFYI,959abe5f-83d5-45fc-861d-6f595e8b4ef8,1365,medicine,98904-75021/9890,False,0,0,8,g.m.d.kedgaon@gmail.com,,GANESH MEDICAL DISTRIBUTORS(CHQ),"MILKAT NO 1394 SHANTAI BUILDINGKEDGAON STATION, TAL DAUNDDIST  PUNEX,KEDGAON,412203",,False,,412203,18.4820563,74.3766582,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:51pm,,Unresponsive,,,,,,,,
Gujarat,Valsad,14,199,COVIDFYI,bb2235c0-b2aa-4796-b565-2b23b0a2d931,1588,medicine,9825129112,False,0,0,8,jdvapi@gmail.com,,JAY DISTRIBUTORS,"JAIN STREETVAPI,VAPI,393191",,False,,393191,20.3893155,72.9106202,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,19c67444-f917-4542-9eb5-c16496370cd1,1403,medicine,080-22211833,False,0,0,8,mythri.pharmaceuticals@gmail.com,,Mythri Pharmaceuticals,"No. 56, SS Arcade3rd Floor6th Cross, 8th Main RoadWilson Garden,Bangalore,560027","Ringing, no one is picking up",False,,560027,12.9560933,77.5921445,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 7:12pm,,Unresponsive,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,294a5695-860f-47d0-a525-3e55fc1badc5,2057,medicine,9822711177,False,0,0,8,,,"Office of the Joint Commissioner,791/93,New Gurwar Peth Lucky Bldg.,Pune 411042 PH.02024470276",Pune-Zone1,Not picking up,False,,,18.52346,73.8849403,,,,Medicines - Remdesivir,,,,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Rajkot,14,194,COVIDFYI,ef901998-df9b-4a64-a2aa-09281121e916,1585,medicine,281-2450230/6539330,False,0,0,8,kotechaent@yahoo.com,,KOTECHA ENTERPRISE,"DHANRAJ,DR. RADHAKRISHNA ROAD,RAJKOTRAJKOT,RAJKOT,360001",,False,,360001,22.2967765,70.7851413,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Osmanabad,22,384,COVIDFYI,b6d59411-ed69-4f0c-b063-fbdf0d2450f7,1553,medicine,02475-250761,False,0,0,8,tirupatiagenciesomerga@gmail.com,,M/S TIRUPATI AGENCIES,"C/O SHRI SAMARTH HOSPITAL, 1ST FLOOOMERGA,,OMERGA,413606",,False,,413606,17.8379013,76.6189192,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,92fbf7ce-a89c-4b22-938a-1cd8b0ee2348,1845,medicine,9890023634,False,0,0,8,,,KUNDAN AGENCY,"SITARAM COMPLEXPUNE MUMBAI ROADCHINCHWAD STATION PUNE  19(SSS),CHINCHWAD,411019",Busy,False,,411019,19.0759837,72.8776559,,,,Remdesivir Distributor,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Tamil Nadu,Chennai,32,538,COVIDFYI,7847abaa-8f19-40eb-ae21-adc2bd5766c4,1497,medicine,9940118877,False,0,0,8,sree_sai_enterprises@yahoo.com,,SREE SAI ENTERPRISES,"Plot No: 29, 1st IInd & 3rf Floor, Amman Koil StreetVenuvampet,Chennai,600091",Switched off,False,,600091,,,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,23/4/2021 9:06pm,,Unresponsive,,,,,,,,
Maharashtra,Nanded,22,381,COVIDFYI,58c1010b-62df-4f73-9cf1-ead965c268cc,1608,medicine,9421766182,False,0,0,8,prashantdeshmukh3125@gmail.com,,VIVEK MEDICAL STORES(CHQ),"OPP STATE BANK OF INDIA, GHAMODIA CDR LANE,NANDED431  601,NANDED,431601",,False,,431601,19.1678399,77.3266991,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Punjab,Ludhiana,29,489,COVIDFYI,076a9d69-64b7-4a28-934e-37600bfb899a,1375,medicine,9822258016,False,0,0,8,sanjivaniagency@gmail.com,,SANJIVANI AGENCY (AHMEDNAGAR),"C S NO 3780 , FARAK NO 3587GALA NO 2 , MANIK  CHOWKAHMEDNAGARAHMEDNAGAR,AHMEDNAGAR,414001",,False,,414001,19.0964492,74.7395591,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 12:17pm,,Unresponsive,,,,,,,,
Chhattisgarh,Raipur,10,148,COVIDFYI,5aaf1042-a0fd-44b2-981a-04b4037afa4d,1440,medicine,0771-2234505 ,False,0,0,8,unitedryp@gmail.com,,UNITED MEDICAL AGENCY,"34, MEDICAL COMPLEXG.E. ROADRAIPURRAIPUR,RAIPUR,492002",First number - No answer.  Second number - Switched off.,False,9755755555,492002,21.2452808,81.6377566,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,22/4/2021 9:48pm,,Unresponsive,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,62173670-8b93-4f28-b7a6-65bc5a9d00be,1549,medicine,986000000000,False,0,0,8,,,Shree Surya Surgi Pharma Pvt Ltd,"G-23 A,Mumbai NakaSuyojit City Centre,Nashik,422001",,False,,422001,27.207854,78.023229,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,475f89a9-32af-49a4-9b5c-3284b7d3f334,1645,medicine,9892869090,False,0,0,8,kkpharma.andheri@gmail.com,,K. K. PHARMA,"SHOP NO 4 STORAGE NO 3,4BUSINESS POINT,PALIRAM RDANDHERI  WESTMUMBAI,ANDHERI WEST,400058",,False,,400058,19.1197227,72.8444673,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Haryana,Gurgaon,15,206,COVIDFYI,fa0d5115-9fa0-4b11-a282-1403ac46d6e4,1828,medicine,9311026429,False,0,0,8,,,Gupta Chemist,"Supermart, DLF Phase 4, Gurgaon",Call 30 minutes prior and whatsapp prescription,False,,,28.46231,77.0870337,,,,Medicine - Fabiflu - 200mg,,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Sabarkantha (Himmatnagar),14,195,COVIDFYI,d27637ad-2992-4b10-aaaf-b863f369e6c8,1600,medicine,02778 - 253515,False,0,0,8,trustpharma.idar@gmail.com,,TRUST PHARMA DISTRIBUTION,"1 ST FLOOR,ASHA SHOPPING CENTER,SHRINAGAR,IDAR-383 430,IDAR,383430",,False,,383430,23.8352353,73.0043675,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Solapur,22,393,COVIDFYI,d8533b6b-7f00-41b7-9f15-18f0046c17e9,1558,medicine,9421064713,False,0,0,8,pdhpandharpur@gmail.com,,PANDHARPUR DRUG HOUSE,"ROOM NO 1 TO 5, H NO. 4529/3BFIRST FLOORSATWIKSAGAR  BUNGLOWSTATION ROAD, PANDHARPURPANDHARPUR,PANDHARPUR,413304",,False,,413304,17.6774439,75.3360291,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Chandrapur,22,369,COVIDFYI,dacefeef-bc54-4a08-84b4-35e91743c168,1674,medicine,9422136302,False,0,0,8,kamalkishor.jajoo@gmail.com,,SANJIVAN MEDICAL AGENCIES,"11,SHRI PAVANSUT,DAVA  BAZAR,RAMNAGR,CHANDRAPUR,CHANDRAPUR,442402",,False,,442402,19.9601521,79.2929894,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,aba40df8-f25f-4d7d-936a-450726644b31,1503,medicine,2613292807,False,0,0,8,navdurgamedical@gmail.com,,SHREE NAVDURGA MEDICAL AGENCY,"BASEMENT,AKASH GANGA APPTNR. DR. BHACCA DISPENSARYWANKI BORDI,  SAIYEDPURA,SURAT,SURAT,395003",Busy,False,,395003,21.2061967,72.8271824,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 6:18pm,,Unresponsive,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,86c8690b-2c2c-4ffd-8be8-05879d0f2a18,1602,medicine,9823116736,False,0,0,8,mm.pharma@rediffmail.com,,M M PHARMA,"shop no 3 & 4Shop no. 3 B, PRESTIGE CLASSIC,MUMBAI PUNE  ROAD,CHINCHWAD STATION,Pune,411019",,False,,411019,37.798633,-122.422068,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Ratnagiri,22,389,COVIDFYI,dd4f5f92-e960-40d6-a991-0ac5b4bc37e0,1661,medicine,02355-261529,False,0,0,8,welcomedistributorschiplun@gmail.com,,WELCOME DISTRIBUTORS,"HOUSE NO 1727 AMIN MANZIL1ST FLOOR, BAZAR PETHCHIPLUNDIST  RATNAGIRI,CHIPLUN,415605",,False,,415605,17.521493,73.517447,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,e41c85fb-2e5b-4e38-93ad-d5ef3b37e35d,1831,medicine,9820232945,False,0,0,8,,,"OFFICE OF THE JOINT COMMISSIONER (K.D),VARDAN BLDG,RD NO.16,WAGLE ESTATE, THANE,Thane-Zone5",Thane-Zone5,"Remdivisir is being distributed by local police station. Tocilizumab , Fabiflu , Favipiravi stock available in the market",False,,,19.2590083,72.9669217,,,,Medicines,,Bharath Alur,,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,8c1365b4-21c8-4934-b773-3282b1649af2,1614,medicine,0253-2463484/85,False,0,0,8,ho@dvijaypharma.com,,D VIJAY PHARMA LTD (NASIK ROAD),"1ST FLOOR K B N MARKETSUBHASH RDNASIK RDNASIK,NASHIK,422101",,False,,422101,19.9713575,73.8338196,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,bc09c8f8-99d4-42ff-982e-829e23e9f190,2037,medicine,022 6131 2000,False,0,0,8,,,MEHER DISTRIBUTORS PVT LTD ( MW-NH,"(MUMBAI WESTERN), MAPCHEM127 / VICTORIA ROAD,MUSTAFA BAZAR,  BYCULLA ( EAST )MUMBAI,BYCULLA,400010",When called they informed that remdesivir is being directly supplied to the hospital and they won't keep the stock anymore - 24th april 11am,False,,400010,18.9760723,72.8408025,,,,Remdesivir Distributor,,,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Uttar Pradesh,Kanpur Nagar,35,651,COVIDFYI,905c95ea-74be-4160-bc01-ef2500b58778,2054,medicine,9795092969,False,0,0,8,,,Paras Medical Store,Kanpur,,False,,,26.449923,80.3318736,,,,,,,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Delhi (NCT),New Delhi,12,158,COVIDFYI,61fc829c-6946-4937-aabd-d5862be67dd6,1795,medicine,9810033890,False,0,0,8,,,Dinesh Dagga,"Albino Life Sciences, B-167, Ground Floor, East of Kailash, New Delhi - 110065",,False,,110065,28.5597091,77.2564169,,,,,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Solapur,22,393,COVIDFYI,93790c18-08ca-4cee-9257-0f9671b32c30,1631,medicine,0217-2315969/9960445558,False,0,0,8,humapharma123@yahoo.in,,HUMA PHARMA& SURGICALS(CHQ),"104 , SOUTH SADAR BAZARSOLAPURSOLAPUR,SOLAPUR,413003",,False,,413003,17.6584912,75.9093496,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,9c927f33-20f8-4ebb-a760-9074db88315b,1986,medicine,022 2890 0154/28,False,0,0,8,,,A B PHARMA,"1ST FLOOR, A WING, SHREE SAI TOWER,BORIVALI ( WEST )SODAWALA  LANE,NEAR OM SAI HOSPITAL,,MUMBAI,400092",,False,,400092,19.23286,72.8513945,,,,Remdesivir Distributor,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,8ea18094-1e7c-41a1-9023-3daba6faaa49,2004,medicine,9820245816,False,0,0,8,,,"OFFICE OF THE JOINT COMMISSIONER (K.D),VARDAN BLDG,RD NO.16,WAGLE ESTATE, THANE,Thane-Zone1",Thane-Zone1,,False,,,19.1960465,72.9808916,,,,Medicines,,Bharath Alur,,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Mumbai City,22,378,COVIDFYI,e8a218b1-6144-4718-9cd4-1eefbef7d2e5,1707,medicine,8080804398,False,0,0,8,,,"Deepash Pharmacy Mulund West, mumbai","Deepash Pharmacy Mulund West, mumbai",will be available on 22nd April,False,,,19.1816208,72.9491253,,,,Sector 62,,Bharath Alur,Fabiflu,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Aurangabad,22,365,COVIDFYI,cacd38a2-4f3e-4001-8cc3-229a7455fdc9,1303,medicine,9372327615,False,0,0,8,,,Laxmi Agencies,"GR. FLOOR ,FIRST FLOOR ,SECOND FLOOR PRON. NO.4.1 76 77,  PANDIRABAAURNGABAD,AURANGABAD,431001","Currently not in stock, once received will go to the collectorate and then gets distributed to the hospitals as per their advice",False,,431001,19.8756639,75.3393162,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Rajasthan,Jaipur,30,515,COVIDFYI,aff6e93b-99ae-4efa-9b36-b382f23e5da6,1538,medicine,9619806190,False,0,0,8,aushadhdistributors15@gmail.com,,AUSHADH DISTRIBUTORS,"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSH  NAGAR,JAIPUR,302001",Not a valid number,False,,302001,26.8988549,75.8217345,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,24/4/2021 8:29pm,,Invalid,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,2ecb9800-5a8b-4a17-8cf9-a8617be6bb9e,1649,medicine,9421005075,False,0,0,8,santosh2285@gmail.com,,MS GANDHI MEDICO,"DHANARAJ COMPLEX,HOUSE NO. 312,313,314, WARD  NO.3MANCHAR,,Manchar,410503",,False,,410503,19.004693,73.9468664,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Pune,22,387,COVIDFYI,5b521068-ed1e-46dd-a73e-1ca78d454648,1560,medicine,020-24479685/244,False,0,0,8,c.t.distributors@gmail.com,,C.T.DISTRIBUTORS,"OFFICE NO 1, GROUND FLOOR858/859, SADASHIV PETHNEAR DNYAN  PRABODHINIPUNE,PUNE,411030",,False,,411030,18.510216,73.8467105,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
Maharashtra,Nashik,22,383,COVIDFYI,1a307fcb-6a11-4297-81d1-3a49dd213211,1302,medicine,09822610865/0255,False,0,0,8,kunal.medicalagn@gmail.com,,KUNAL MEDICAL AGENCIES,"MOTIKAMAL TOWERS, SHOP NO -1-4NEAR ST. STAND,SINNER,422103",Not available Fabi Flu and Remdesivir as well,False,,422103,19.8479813,73.9889645,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:47pm,,Unavailable but verified,,,,,,,,
Gujarat,Rajkot,14,194,COVIDFYI,bbac85c1-0a26-4ad9-b8c0-3edda86610f0,1606,medicine,281-2449826,False,0,0,8,surajent.rajkot@gmail.com,,SURAJ ENTERPRISE,"DR.RADHAKRISHNA ROAD,NR. MOTI TANKI,RAJKOT,RAJKOT,360001",,False,,360001,22.2955029,70.796034,,,,Remdesivir distribution list,,Bharath Alur,Remdesivir,27/4/2021 6:28pm,,Pending,,,,,,,,
