state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,resource_type_1,city,pin_code,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,oxygen_supplier_willing_to_join_WhatsAppBot,Details,Other_comments,resource_type_2,Sales_Renta_Charity,Status,last_verified,Row_ID,Selected_By_User,Verification_Image
Uttar Pradesh,Kanpur Dehat,35,650,Care,71ae2420-f10e-4df5-9c12-07f4385894fa,693,oxygen,7892718709,False,0,0,1,,,Ravi,Adarsh chaturvedi,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,Purulia,37,714,West Bengal COVID Aid Network,d2bf4392-c099-4905-a0fa-cc6473174da2,378,oxygen,9382699290,False,0,0,16,,,Joydeep Sinha Vanas,Purulia,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:24:10,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,c599944d-3b18-4983-a75e-20018031c003,983,oxygen,9453033818,False,0,0,1,12 ltr O2 at Rs. 400,,Mayur Gases Pvt. Ltd.,Oxygen,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,7a663f26-1723-4eb2-a0f2-c539e6f00c95,409,oxygen,9830724094,False,0,0,16,,,no name,Baguihati,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:08:14,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,CW Volunteers,6daaf798-0383-494d-adff-0746cfb57330,43,oxygen,7903029067,False,0,0,11,,minimal cost,Oxygen,Mahavir Mandir ,,False,,,,,cw12,01.05.2021,,for all,,,,,as per required,,refill,,,,,,,,,,,,,,,,
West Bengal,Purulia,37,714,West Bengal COVID Aid Network,41f7d193-3e9a-4bed-b4e6-545a2fa6fd6b,384,oxygen,7001354085,False,0,0,16,,,no name,"Purulia, GD Collage More, Ram er Dokan",Volunteer/refilling available,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:25:39,Available,Verified,,,,,,,,,,,,,,,,,
Bihar,Patna,8,112,COVIDFYI,8f9d4a98-fb48-4685-921d-51ea43d66efa,978,oxygen,9623354243,False,0,0,8,,,Raigad Gases Piyush Mansingh,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,CW Volunteers,3617e766-5e82-43ec-9a41-95c9c22f9b00,74,oxygen,9999014574,False,0,0,11,,,oxygen,"hukum chand and sons, temple road ",,False,7011272916,110014,,,cw6,05.05.2021,,for all,,,,,,,refill,,,,,,,,,,,,,,,,
West Bengal,Birbhum,37,698,West Bengal COVID Aid Network,5b38460d-8dcf-4d9a-89df-070bf23a6b82,388,oxygen,7001776364,False,0,0,16,,,Rajkumar,Suri,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:26:30,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Dehat,35,650,Care,2601fa62-89e7-42c0-977b-672ac0560ca2,678,oxygen,9820501560,False,0,0,1,number buzy,,DILIP BHAI,Shakti medical,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen - Refill,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,Hotstar Jaipur,7885efe7-9b82-41d0-9ea8-7e5dcac57b62,8,oxygen,9144072365,False,0,0,10,,,Pushpendra Choudhary,,Unavailable on 1st May ,False,,,,,,01/05/2021 18:00,,,,,,,,Pending ,Cylinder,Jaipur,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,e2c417b9-f1c0-4ad2-9f2b-353afa795a7f,420,oxygen,9163607069,False,0,0,16,,,Near beniapukur library,,Oxygen refilling,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:09:57,Unavailable,Verified,,,,,,,,,,,,,,,,,
Assam,Dibrugarh,7,64,Care,96b0f152-5d6a-470a-ad2f-e80c0d7e0eb9,821,oxygen,881510895,False,0,0,1,They have a major refilling plant in Dibrugarh,,Nameless,Himalayan Air Products,Available,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Uttar Pradesh,Allahabad,35,610,Care,6c3089f0-db6f-40d6-8f2e-edb8e1c264e1,1049,oxygen,850067599909885600000,False,0,0,1,Whatsapp only,,Hari Oxygen,-,Third Party Verified,False,,,,,,,,Prayagraj,,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,Hotstar Jaipur,c40ad790-821b-47d8-888f-3f645ff46fc9,32,oxygen,9799885341,False,0,0,10,,,Rajasthan Air ,,Unavailable on 1st May ,False,,,,,,01/05/2021 18:00,,,,,,,,Pending ,Cylinder,Jaipur,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,97f66871-9e1d-4eae-bcb6-57117294bdba,1000,oxygen,9869766304,False,0,0,1,,,Dr. Vinod Kothari,Sewa from Sahayhastha,Unreachable,False,,,,,,,,Mysure Road,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,eb141eb3-73b5-43b0-a03c-e3d55b9d0b56,424,oxygen,6290619696,False,0,0,16,,,Behandala hospital,Behala,cylinder,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:10:31,Available,Verified,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,e61b0fe5-8f40-4bb5-b116-0e3ed7eaaf98,283,oxygen,8335016731,False,0,0,16,,,No name ,Hazra,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:49:47,Unavailable,Verified,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,e226e4ec-fb23-46fc-8458-25c21f680a4b,516,oxygen,9822123715,False,0,0,1,"Oxygen available FOR EMERGENCY USE only, can be used by those who have the concentrator during a break; to bring patient home etc. Cylinders in abundance FOR SUCH USE ONLY being provided FREE OF COST",,Scoop Industries,THANE,Available,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use,,,,,,,,,,,,,,,,
Nagaland,Dimapur,26,433,Care,8ea727eb-e932-4997-b7bb-82db3780b6cb,820,oxygen,9820257997,False,0,0,1,,,Adi Pia Enterprises,BMA Liquid Air,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,Howrah,37,704,West Bengal COVID Aid Network,b229127c-fd26-4e1f-af35-c43f489bbf85,427,oxygen,8961474819,False,0,0,16,,,no name,"Bally, Belur",,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:10:57,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Uttar Pradesh,Kanpur Dehat,35,650,Care,7e29b75a-fd54-4420-8f7c-9af51813a75d,672,oxygen,8052655796,False,0,0,1,First number buzysecond bogusthird number swithc off,,Keshav,Sujeet Oxygen,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen - Refill,,,,,,,,,,,,,,,,
Gujarat,Vadodara,14,198,COVIDFYI,8a133bc9-b0f4-4f44-b042-a04eb32b17e2,1076,oxygen,9594837086,False,0,0,8,,,"4 BUNGALOW, 7 BUNGALOW, VERSOVA, YARI ROAD. Nameless",,,False,,,,,,,,,,Kashish,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,f30ea555-5e10-41ab-930c-ff01b9c006fe,959,oxygen,8210835103,False,0,0,1,Still unavailable. Expecting the supplies in the afternoon. Follow up at 2 PM.,,-,Sadiq Bhai's,Unavailable Stock,False,,,,,,,,"Behind Sir Haji Sait Mosque, Frazer Town",https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,9637ebcb-a213-4434-bc7b-430c07e1559a,513,oxygen,9797938140,False,0,0,1,,,JK Gases,Navjivan Jain Derasar,Third Party Verified,False,,,,,,,,"Opp Foras rd Bus depot, Nr Pratiksha tower, Foras rd, Mumbai 400 008.",,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,CW Volunteers,0e93f8a4-0f02-4300-a4c8-666e971f20b1,62,oxygen,9325025131,False,0,0,11,,630,oxygen,raigad gas india pvt ltd ,,False,9325030000,,,,CW6,04.05.2021,,for all ,,,,,10 l,,refill,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,1be768cf-e6b4-4f10-9592-8f7eae1d42ac,936,oxygen,9844606963,False,0,0,1,"Not expecting supplies for another 10-12 days. Follow up, then.",,Srinivas,Sanjivini Medical Systems,Unavailable Stock,False,,,,,,,,"403,7th main, 4th Cross Rd, 3rd Phase, J. P. Nagar",,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,Verification App from Ruchika,b53d94b0-d838-44a1-a2b8-a958d8103103,631,oxygen,9793148185,False,0,0,4,,,Rahul Ameria,,Pending,False,,,,,,,,,,,,4/27/2021 2:25pm,,pending (not verified),,,,,,,,,,,,,,,ShE3Gy8dSqyP49CEATNNmQ,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing
Maharashtra,Mumbai City,22,378,COVIDFYI,aff32403-d527-46c3-b9fa-04b23f8421cd,836,oxygen,9327709913,False,0,0,8,,,Dev Nandan Gases Babu Amichand Panalal Jain Temple ,,,False,,,,,,,,,,Antara Nandy,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,872fac33-149a-477d-a562-d8d89a199fbe,232,oxygen,9830383445,False,0,0,16,,,Suvendu Oxygen,Uttarpara-Magra,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:25:46,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,1e4b54a3-3edd-463c-b7c8-63fb8ec4362c,233,oxygen,033 2885 0120,False,0,0,16,,,Mrityunjoy Oxygen,Uttarpara-Magra,,False,033 2350 0069/033 2422 6356,,,,,,,,https://wbcan.org/,,,5/10/2021 10:41:45,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,efb52030-a40d-4abd-9b95-a8b804ac826f,235,oxygen,7947359645,False,0,0,16,,,PharmaCo ,Uttarpara,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:41:56,Unavailable,Verified,,,,,,,,,,,,,,,,,
Jammu & Kashmir (UT),Jammu,17,241,Verification App from Ruchika,a780f75a-8dbb-4a89-8c1e-e51975472b09,642,oxygen,7760230124,False,0,0,4,,,Naasih Foundation Allied Gases,,Pending,False,8095800000,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,4/27/2021 2:25pm,,pending (not verified),,,,,,,,,,,,,,,iI7AnG9kRdK4Z5-GgtJaPQ,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing
Uttar Pradesh,Lucknow,35,657,COVIDFYI,6050aaf4-5a45-4a39-839d-28c6071d5003,726,oxygen,294,False,0,0,8,,,Adarsh Gases & Techno Industries Kay Tee Welding Gases,,,False,,,,,,,,,,Bharath Alur,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,e23e59c1-86dc-4e1e-9110-185da445c923,236,oxygen,8961186149,False,0,0,16,,,Nahar Medico,Konnagar,ONLY REFILL,False,8240023694,,,,,,,,https://wbcan.org/,,,5/10/2021 10:42:01,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,876d2f1c-90a4-4f35-a8b6-60ca27a61c8f,237,oxygen,9903374257,False,0,0,16,,,Medicare,Dankuni,,False,9804037559,,,,,,,,https://wbcan.org/,,,5/10/2021 10:43:54,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,7c1f82df-5e98-484c-9dea-bb03da1cd445,238,oxygen,9038840685,False,0,0,16,,,Agarwal Medical,Serampore,Refilling,False," 9874539132, 9804006628",,,,,,,,https://wbcan.org/,,,5/10/2021 10:42:51,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Hooghly,37,703,West Bengal COVID Aid Network,70d10126-4863-40eb-89d4-029601be67a5,240,oxygen,9432257213,False,0,0,16,,,Shome Pharmacy,Sahaganj,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:42:51,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,Hotstar Jaipur,49098da2-615d-4a50-80da-64db72b7e7c3,37,oxygen,6377302033,False,0,0,10,,,Dr Virendra Kumar,,Unavailable on 1st May ,False,,,,,,01/05/2021 18:00,,,,,,,,Pending ,Oxygen Bed,Jaipur,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,d7e32458-ddeb-4e39-98cf-aded38fdb7b2,279,oxygen,8967280434,False,0,0,16,,,Kuntal,Tollygunje,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:32:26,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,531faa52-d6f5-421d-87b4-cdfc5becf25f,284,oxygen,9830025229,False,0,0,16,,,No name,"Jadavpur,selimpur, Tollygunge",Ambulance Number,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:51:54,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,281e42d2-d3a8-4616-92fd-cf7c77822698,285,oxygen,7866833414,False,0,0,16,,,Sumit,Gariahat,"Refilling, Only after submitting your empty cylinder ",False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:52:08,Unavailable,Verified,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,1726c01f-2cee-4676-8bde-43a58498dcef,287,oxygen,9830590021,False,0,0,16,,,Oxygen world,LAKE GARDEN,Check on 13-14 May,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:52:22,Will be available soon,Verified,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,1893478f-fdde-48e8-87db-d1688dbfe299,504,oxygen,9334706552,False,0,0,1,Oxygen cylinders and cans available.,,Gaurav Air Products (Mahadev Stahan),,Third Party Verified,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,9a7bd37a-6c6d-4acf-9a7b-e25eaec2a5ce,291,oxygen,90518 74959,False,0,0,16,,,Unknown,Behala,refilling,False, 70035 37716,,,,,,,,https://wbcan.org/,,,5/11/2021 11:34:55,Available,Verified,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,3f6d319e-f2a8-4db9-a492-0c9443acd0ca,306,oxygen,9073562583,False,0,0,16,,,Jibandeep Oxygen (tapas da),Dumdum,Call Forwarded,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:55:09,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,3eda68d4-aecd-439b-9f68-75569e442e3b,310,oxygen,9832782024,False,0,0,16,,,Tanmoy,Kalupur,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 10:55:37,Unavailable,Verified,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,bb8099a1-135f-4dbc-9f5b-3ccfb56df0c8,976,oxygen,9837013757,False,0,0,1,They have run out of stock. Unsure when they'll restock,,Krishna Gas Agencies,,Unavailable Stock,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Uttar Pradesh,Aligarh,35,609,Care,bc23b45a-e8ed-4352-b1a5-766662071890,1059,oxygen,9374724433,False,0,0,1,,,Oxygen,Radha industrial gases.,Available,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
West Bengal,South 24 Parganas,37,715,West Bengal COVID Aid Network,14f60b80-aea2-4aa2-8da3-9862e7483b04,353,oxygen,7003473393,False,0,0,16,,,Bhadreswar,Sonarpur,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:03:13,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
West Bengal,Murshidabad,37,709,West Bengal COVID Aid Network,5582f9c2-1f81-463f-8e7e-0b1fb22601e9,361,oxygen,9434755912,False,0,0,16,,,"Mondal Oxygen,",Berhampore,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 12:35:41,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,Care,dd279217-20f6-4588-b7af-68efbf8e17a3,642,oxygen,9889556666,False,0,0,1,,,Kay Tree Welding Gasses,,Third Party Verified,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen - Refill,,,,,,,,,,,,,,,,
West Bengal,Murshidabad,37,709,West Bengal COVID Aid Network,6d33d221-ecf8-492a-b8fa-47f1b5faa9b1,366,oxygen,9434641842,False,0,0,16,,,khudiram Pathagar,Murshidabad,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 12:39:54,Undetermined,Call not answered,,,,,,,,,,,,,,,,,
West Bengal,Malda,37,708,West Bengal COVID Aid Network,bbfbe9e3-2601-44bf-97b6-a801e6d61bd0,367,oxygen,9733387176,False,0,0,16,,,Malda Girls High Schhol,Malda,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 12:40:34,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Purulia,37,714,West Bengal COVID Aid Network,807aa152-20af-4cb1-b44b-d39c3460afd9,382,oxygen,9635778829,False,0,0,16,,,Cmon PURULIA ,,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 12:45:35,Undetermined,Invalid number,,,,,,,,,,,,,,,,,
West Bengal,Birbhum,37,698,West Bengal COVID Aid Network,8b995ceb-1cfb-42f7-85b9-2dd158714608,391,oxygen,7430903557,False,0,0,16,,,Rahul,,refilling ,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 11:27:02,Will be available soon,Verified,,,,,,,,,,,,,,,,,
West Bengal,Birbhum,37,698,West Bengal COVID Aid Network,bf0769b9-7bb5-4a93-bc81-744e1594565e,392,oxygen,9851504923,False,0,0,16,,,Mahamaya Pharmacy,Bolpur Bazaar,,False,,,,,,,,,https://wbcan.org/,,,5/11/2021 13:15:12,Undetermined,Invalid number,,,,,,,,,,,,,,,,,
West Bengal,Birbhum,37,698,West Bengal COVID Aid Network,3f58cd29-0134-4a0a-9c7a-631c17063860,393,oxygen,3463252501,False,0,0,16,,,Bolpur Municipality,Bolpur,,False,3463254870,,,,,,,,https://wbcan.org/,,,5/10/2021 12:47:25,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,North 24 Parganas,37,711,West Bengal COVID Aid Network,d5c74cd0-5d9e-4958-81a1-3134591a1243,419,oxygen,9804454161,False,0,0,16,,,no name,Madhyamgram,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:09:38,Unavailable,Verified,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,1630edc2-c87e-42c0-b6ee-4168c23b0dee,430,oxygen,8178103946,False,0,0,16,,,Team licysos,,,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 11:12:28,Undetermined,Phone Unreachable,,,,,,,,,,,,,,,,,
West Bengal,Kolkata,37,707,West Bengal COVID Aid Network,628047e3-e312-4292-bd7a-ee376ce9d7c9,435,oxygen,9831213495,False,0,0,16,,,Kundu Pharmacy,Rashbehari,Refilling only.,False,,,,,,,,,https://wbcan.org/,,,5/10/2021 22:10:39,Available,Verified,,,,,,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,Care,95c8977f-ecca-42bb-a81c-5f8a679e23a4,558,oxygen,8422059276,False,0,0,1,Security deposits cheques to be submitted while the cylinder,,Oxygen cylinders - no name given,"Haresh Bhai / Ketan Bhai / Jayesh Bhai, Veer Foundation",Third Party Verified,False,,,,,,,,"S M P T Jain Sangh, Dombivali-East",,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,a8abd149-ab6a-475a-bb84-71b99e2641ce,956,oxygen,9835420734,False,0,0,1,,,Gayatri Gases,Oxygen Cylinders,Bogus Numbers,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Maharashtra,Kolhapur,22,376,COVIDFYI,f5469aa1-9c7e-4f0b-b4de-83f3c88fbbb4,605,oxygen,9555235409,False,0,0,8,,, Mahalaxmi Gases,,,False,,,,,,,,,,,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,d08893d6-f083-4e71-b96f-bce2d6f5aed1,995,oxygen,9985636501,False,0,0,1,Switched off. Have left a message,,Oxygen Suppliers (no other name given),Sageer Ahmed,Unreachable,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Telangana,Hyderabad,33,571,Care,41498bc3-6473-4185-824a-c04961e3c9dd,775,oxygen,9978530938,False,0,0,1,,,Zubin Ashara,Oxygen Main Cylinders,Unavailable Stock,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,oxygenblr.in,5d8422aa-b7e9-4a06-8f31-c2e092fbeb6c,92,oxygen,7373387876,False,0,0,14,,,Vikram,,No stock,False,,,,,Covid Directory,44323,,,,Anithra Janakiraman,,44317,,Verified,Cylinder,Bengaluru,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,75bc4a6d-64be-40d1-a113-b9a74c6aaa5a,1009,oxygen,9879328855,False,0,0,1,,,Rahmah Foundationn Anywherein Mumbai,Manoj,Unavailable Stock,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Madhya Pradesh,Bhopal,21,319,Care,2df2cbee-0ebe-428e-9017-2f68972f60be,928,oxygen,7860100001,False,0,0,1,,,Ratan lal nagar,,Bogus Numbers,False,,,,,,,,,,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Maharashtra,Ahmednagar,22,362,Care,a0b87ad2-7254-4185-ae15-da0638376c4b,1066,oxygen,1171791090,False,0,0,1,,,"Apollo Hospital, Jasola",Balaji Air Product,Not Verified,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e3ce6219-983c-49db-9ee2-c55c5354976d,46,oxygen,97367 80001,False,0,0,12,,,Medirent,,"Out of Stock, will replenish soon",False,,,,,,,,,,,,,,verified,concentrator,Delhi,,,,,,WhatsApped invite,,,,,,,,,
Jammu & Kashmir (UT),Jammu,17,241,COVIDFYI,78573448-2e8f-47ee-9e50-663af6d3af6e,643,oxygen,9844053348,False,0,0,8,,,Belgaum Oxygen Pvt. Ltd. Kashmir Gas,,,False,,,,,,,,,,,,4/27/2021 14:25:00,,Pending,,,,,,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,cdf22fd4-11af-4ffe-a4b5-fc6be95cdf19,160,oxygen,7081329999,False,0,0,12,,,NA,Iko Gomati Nagar,May be out of stock.,False,,,,,Gopal,05/01/21,,,external.sprinklar.com,,,,,unreachable,cylinder,Lucknow,,,,,,,,,,,,,,,
Gujarat,Gandhinagar,14,180,Care,d1159e48-4567-41b0-b47c-d72e3b475908,804,oxygen,9706301778,False,0,0,1,Mobile number busy.,,Assam Air Products Pvt. Ltd.,Jay Gayatri,Unreachable,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen Cylinders For Home Use,,,,,,,,,,,,,,,,
Rajasthan,Jaipur,30,515,Hotstar Jaipur,15f1886b-76e1-4fe6-9e59-8c91bae897d8,33,oxygen,9829057251,False,0,0,10,,,Wlison Air,,Unavailable on 1st May ,False,,,,,,01/05/2021 18:00,,,,,,,,Pending ,Cylinder,Jaipur,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,a27eb15f-186e-453c-aedf-84ba87d31b53,980,oxygen,8899253909,False,0,0,1,saying 1 week to get stock,,S P Industries,Ravi,Unavailable Stock,False,,,,,,,,,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Rural,19,282,Care,936f1463-6a20-4abf-906a-698258e22a33,970,oxygen,9825328080,False,0,0,1,New stock coming on May 2nd,,Tirupati Oxygen,"Ashoka Rao, Fouray Systems",Unavailable Stock,False,,,,,,,,Jayanagar,https://twitter.com/intent/tweet?url=https%3A%2F%2Findiacovidresources.in%2F&text=,,,"April 25, 2021 7:24 PM",,,Oxygen,,,,,,,,,,,,,,,,
