id,state,district,state_id,district_id,category,phone_1,title,address,city,phone_2,last_verified_on
217,Telangana,hyderabad,33,571,hospital,7995947615,Wellness Hospital,dharam karam road ameerpet,hyderabad,,05/08/21 19:32
218,Uttar Pradesh,lucknow,35,657,hospital,9196555555,Midland Healthcare,"B-55 &, C-42, Mandir Marg, Mahanagar Extension, Mahanagar, Lucknow, Uttar Pradesh 226006",lucknow,0522 4042888,
219,Maharashtra,pune,22,387,hospital,9420696893,"Sky Clinic, Kondhwa, ",,,,4/24/2021 16:19:00
220,Uttar Pradesh,lucknow,35,657,hospital,9935672929,Fehmina  Hospital & Trauma Center,"Turiyaganj-Victoria Ganj, Near Sunni Inter College, Lucknow, Uttar Pradesh 226003",lucknow,,
221,Uttar Pradesh,lucknow,35,657,hospital,8005384903,Sanjay Gandhi Postgraduate Institute of Medical Sciences,"New PMSSY Rd, Raibareli Rd, Lucknow, Uttar Pradesh 226014",lucknow,9415189124,
222,Uttarakhand,dehradun,36,687,hospital,8449992512,Dishrit,,,,
223,Uttar Pradesh,lucknow,35,657,hospital,9956829273,JP Hospital Lucknow,"Near shukla chauraha, Lucknow, Uttar Pradesh 226021",lucknow,,
224,Uttar Pradesh,lucknow,35,657,hospital,9555693316,Sushma Hospital,"CP 102, Sector-08, Faizabad Raod, Indira Nagar, Lucknow",lucknow,9838641122,
225,Rajasthan,pratapgarh,30,525,hospital,1478222004,District Hospital Pratapgarh,,,,4/24/2021 4:01pm
226,Chhattisgarh,raipur,10,148,hospital,9826930503,covid care center,"nawapara, chc gobara",,,
227,Uttar Pradesh,lucknow,35,657,hospital,8795777725,Sahara Hospital,"Sahara Hospital Rd, Viraj Khand - 1, Viraj Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,0522 678 0001,
228,Uttar Pradesh,lucknow,35,657,hospital,9839165078,Vaga Hospital ,"KS-14 Aliganj Housing scheme, Sitapur Rd, Lucknow, Uttar Pradesh 226020",lucknow,9682000028,
229,Madhya Pradesh,bhopal,21,319,hospital,9993420548,hospital ,"Goodwill hospital 77,near police",,,
230,Uttar Pradesh,lucknow,35,657,hospital,9415022002,Advance Neuro & General Hospital,"Arjunganj, Sarsawan, Uttar Pradesh 226002",lucknow,,
231,Uttar Pradesh,lucknow,35,657,hospital,9935090396,Nova Hospital,"1, Patrakarpuram Crossing Rd, Vikas Khand 1, Vishal Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,0522 2300024,
232,Uttar Pradesh,lucknow,35,657,hospital,9554222666,Shiva Hospital,"Kamta Crossing, Gomati Nagar, Lucknow",lucknow,,
233,Madhya Pradesh,bhopal,21,319,hospital,9425079117,Hamidia Hospital,,,,4/25/2021 19:27:00
234,Gujarat,vadodara,14,198,hospital,9601702202,Bhailal Amin General Hospital,,,2652556222,4/24/2021 14:26:00
235,Uttar Pradesh,lucknow,35,657,hospital,9450407843,Sri Sai LIfe Hospital,"Kalli Paschim Raibareilly Road, Lucknow",lucknow,,
236,Uttar Pradesh,lucknow,35,657,hospital,9956829273,J P Hospital,"Near shukla chauraha, Kursi Road, Lucknow, Uttar Pradesh 226021",lucknow,,
237,Uttar Pradesh,lucknow,35,657,hospital,8853545555,Sri Sai Hospital,"Plot No.85, Kursi Rd, Near Sanatan Ashram, Gaurabagh, Lucknow, Uttar Pradesh 226026",lucknow,,
238,Madhya Pradesh,indore,21,332,hospital,9826031212,Gokuldas Hospital,,,,4/23/2021 18:07:00
239,Uttar Pradesh,lucknow,35,657,hospital,9235004999,Rockland Trauma & Critical Care,"Surya palace, 439B, 265 (240CC, NAGARIYA, Thakurganj, Balaganj, Lucknow, Uttar Pradesh 226003",lucknow,,
240,Dadra and Nagar Haveli and Daman & Diu (UT),diu,11,155,hospital,2875254651,District Hospital,,,,4/27/2021 2:35pm
241,Maharashtra,mumbai city,22,378,hospital,7558572888,SS Hospital,Thane,mumbai,,
242,West Bengal,kolkata,37,707,hospital,3366063800,Amri Hospital,,,,4/27/2021 14:35:00
243,Jharkhand,dumka,18,259,hospital,1234567890,Hospital Beds - Dumka,,dumka,,
244,Uttarakhand,uttarkashi,36,695,hospital,1234567890,Uttar Kashi Covid Beds,Uttar Kashi,uttar kashi,,
245,Uttarakhand,tehri garhwal,36,693,hospital,1376232280,District Hospital,,,,4/23/2021 3:25pm
246,Bihar,gaya,8,97,hospital,1234567890,Hospital Beds - Gaya,,gaya,,
247,Bihar,saharsa,8,115,hospital,1234567890,Hospital Beds - Saharsa,,saharsa,,
248,Maharashtra,mumbai city,22,378,hospital,022-67676766,SevenHill Hospital,Andheri East,mumbai,,
249,Bihar,muzaffarpur,8,109,hospital,1234567890,Hospital Beds - Muzaffarpur,,muzaffarpur,,
250,Jharkhand,dhanbad,18,258,hospital,1234567890,Hospital Beds - Dhanbad,,dhanbad,,
251,Uttar Pradesh,lucknow,35,657,hospital,9076612575,Tender Palm Hospital,"Amar Shaheed Path, Sector 7, Gomti Nagar, Lucknow, Uttar Pradesh 226001",lucknow,,
252,Puducherry (UT),mahe,28,475,hospital,7025348152,"Govt. General Hospital,",,,,4/23/2021 18:35:00
253,Uttar Pradesh,lucknow,35,657,hospital,080527 56777,Relief Hospital ,"AHIBARANPUR, TRIVENI NAGAR, Sitapur Rd, NH24, Lucknow, Uttar Pradesh 226020",lucknow,,
254,Bihar,rohtas,8,114,hospital,1234567890,Hospital Beds - Rohtas,,rohtas,,
255,Uttar Pradesh,lucknow,35,657,hospital,9415048891,Azad Nagar Hospital,,lucknow,,
256,Telangana,hyderabad,33,571,hospital,9849055293,Gsn Hospital,sr nagar,hyderabad,,
257,Maharashtra,mumbai city,22,378,hospital,91728 15943 ,Mangala Hospital,"bamandaya pada, Andheri East, Mumbai, Maharashtra 400072",mumbai,,
258,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9886111275,Colombia Asia Hospital Yeshwanthpura,,bangalore,,
259,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9880795495,Balaji Hospital K .R puram ,,bangalore,,5/8/21 18:38
260,Meghalaya,south west khasi hills,24,421,hospital,8837367750,Mairang Civil Hospital,,,9436706852,4/27/2021 2:41pm
261,Bihar,purnia (purnea),8,113,hospital,1234567890,Hospital Beds - Purnia,,purnia,,
262,Uttar Pradesh,lucknow,35,657,hospital,        9984513306; 9555949380,Ram Sagar Mishra Hospital,Sadhamau DCH Uttar Pradesh,lucknow,8756858220,
263,Uttar Pradesh,lucknow,35,657,hospital,9336285050,Astha Hospital,Aliganj Lucknow,lucknow,,
264,Meghalaya,ri bhoi,24,418,hospital,8794784116,Civil Hospital Nongpoh,,,9436110561,4/23/2021 17:38:00
265,Delhi (NCT),north west delhi,12,161,hospital,7982046610,Kukreja Hospital and heart centre (Private),Rajouri Garden,,,11:52 AM
266,Maharashtra,mumbai city,22,378,hospital,8591429426,NA( Makeshift hospital) ,Bharubhai Hall- Kandivali West ,mumbai,,
267,Maharashtra,mumbai city,22,378,hospital,7058800800,Platinum Hospital,Mulund,mumbai,,
268,Uttar Pradesh,lucknow,35,657,hospital,05222423340,Lok Bandhu Raj Narayan Hospital,"Chinhat, Lucknow, Uttar Pradesh 226028",lucknow,9451034486,
269,Gujarat,valsad,14,199,hospital,8141655355,Lotus Hospital,,,2632244017,4/23/2021 21:10:00
270,Maharashtra,mumbai city,22,378,hospital,022 2595 3232,Criticare Hospital,Bhandup,mumbai,7738633888,
271,Uttar Pradesh,lucknow,35,657,hospital,0522-7118214;'0522-7118216,Atharv Multispeciality Hospital,"Power House, H/4 Sector-e Amarpali Yojana Near IIM, Dubagga Rd, Lucknow, Uttar Pradesh 226000",lucknow,8299221137,
272,Uttar Pradesh,lucknow,35,657,hospital,9415799329,Kova Hospital,"Plot number 6 , Sector-15, TO, Munshipulia Chouraha, Indira Nagar, Lucknow, Uttar Pradesh 226016",lucknow,9648768788,
273,Uttar Pradesh,lucknow,35,657,hospital,8052644444,Balrampur Hospital,"Qaisar Bagh, Lucknow, Uttar Pradesh 226018",lucknow,,
274,Maharashtra,mumbai city,22,378,hospital,9324385177,RM Hospital ,"A wing; Shop no-1,2,51 & Office no- 1,2,26,27; Pooja Enclave, DP Rd, opp. Ganesh Nagar, near Atharva College, Kandivali West, Mumbai, Maharashtra 40006",mumbai,,
275,Uttar Pradesh,lucknow,35,657,hospital,9794833532,Northern Railway Divisional Hospital,Ananad Nagar Charbagh Lucknow 226005,lucknow,9794833500,
276,Karnataka,bengaluru (bangalore) urban,19,283,hospital,080 2526 6994,ESI Hospital,"7th Main Rd, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",bangalore,,
277,Karnataka,bengaluru (bangalore) urban,19,283,hospital,080 2502 7000,Manipal Hospitals Whitefield ,"TPL Main Rd, KIADB Export Promotion Industrial Area, Krishnarajapura, Bengaluru, Karnataka 560066, India",bangalore,,
278,Maharashtra,mumbai suburban,22,379,hospital,9820695163,"LifeLine Hospitals,Aeroli","Akansha Co-Operative Society, Airoli, Navi Mumbai - 400708, Opposite Airoli Station Road, Sector No 3",navi mumbai,,
279,Uttarakhand,nainital,36,689,hospital,1234567890,Nainital Covid Beds,Nainital,nainital,,
280,Bihar,araria,8,87,hospital,1234567890,Hospital Beds - Arraria,,araria,,
281,Uttarakhand,bageshwar,36,684,hospital,1234567890,Bageshwar Covid Beds,Bageshwar,kolhapur,,
282,Jharkhand,east singhbhum,18,260,hospital,1234567890,Hospital Beds - East Singhbhum,,east singhbhum,,
283,Bihar,lakhisarai,8,105,hospital,1234567890,Hospital Beds - Lakhisarai,,lakhisarai,,
284,Bihar,patna,8,112,hospital,8434604309,Hospital,Saket Hospital,,,
285,Bihar,vaishali,8,123,hospital,1234567890,Hospital Beds - Vaishali,,vaishali,,
286,Delhi (NCT),south delhi,12,163,hospital,8588890999,Majeeda Hospital Delhi,Hamdard Nagar,hamdard nagar,,
287,Delhi (NCT),new delhi,12,158,hospital,6398377083,Hospital ,"Burari hospital, sant nirankari sargam ground",,,
288,Uttar Pradesh,lucknow,35,657,hospital,8953289849,Mayo Hospital,lucknow,,,
289,Bihar,patna,8,112,hospital,8294878472,Hospital,central hospital patna,,,
290,Delhi (NCT),new delhi,12,158,hospital,9650203070,Tulsi Multispeciality Hospital & critical Cre Unit ,,,,11:52 AM
291,Delhi (NCT),new delhi,12,158,hospital,8046820570,hospita;,loknayak hospital,,,
292,Uttar Pradesh,lucknow,35,657,hospital,9904077774,Altis Hospital," IIM Road, Madiyanva, Mutkkipur, Uttar Pradesh 226020",lucknow,,
293,West Bengal,north 24 parganas,37,711,hospital,3325527421,Chhoto Jagulia B.P.H.C.,,,,4/27/2021 14:35:00
294,Uttar Pradesh,lucknow,35,657,hospital,8756095989,Metro Hospital & Trauma Centre,"1/25, Bypass Rd, Vijay Khand, Vijay Khand 2, Gomti Nagar, Lucknow, Uttar Pradesh 226010",lucknow,8896650786,
295,Uttarakhand,almora,36,683,hospital,1234567890,Almora Covid Beds,Almora,almora,,
296,Uttar Pradesh,shahjahanpur,35,674,hospital,9927167788,Rohilkhand Hospital,,,9358617603,4/22/2021 18:33:00
297,Uttar Pradesh,lucknow,35,657,hospital,9076610273,Urmila Hospital,"2/6B Adarsh park Road Near St Joseph School, Priyadarshini Colony",lucknow,9455020306,5/6/2021 12:30
298,Gujarat,surat,14,200,hospital,7567443733,Mahavir Hospital,,,261408200,4/24/2021 12:23:00
299,Uttar Pradesh,lucknow,35,657,hospital,9415010868,King George's Medical Centre,"Shah Mina Rd, Chowk, Lucknow, Uttar Pradesh 226003",lucknow,9415119740,
300,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9916088888,Akash Hospital Devanahalli ,,bangalore,,5/8/21 18:42
301,Uttar Pradesh,bareilly,35,622,hospital,5812530800,Khuslok Hospital,,,9760701234,4/27/2021 14:35:00
302,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9481523480,Sri Lakshmi Hosptials Kaggadasanapura,,bangalore,,5/8/21 18:44
303,Uttar Pradesh,lucknow,35,657,hospital,7860021982,Gayatri Hospital & Trauma Centre,"20, Lucknow - Faizabad Rd, Kailash Kunj, Ravindra Palli, Lucknow, Uttar Pradesh ",lucknow,9918101001,
304,Uttar Pradesh,lucknow,35,657,hospital,9415140789,Nishat Hospital,"Mosque, 3, J.C.Bose Marg, Kaiserbagh Officer's Colony, Lalbagh, Lucknow, Uttar Pradesh 226001",lucknow,9936238051,
305,Uttar Pradesh,lucknow,35,657,hospital,8429029801,Apollomedics Super Speciality Hospitals,"KBC 31, Kanpur - Lucknow Rd, Sector B, LDA Colony, Lucknow, Uttar Pradesh 226012",lucknow,077050 02277,
306,Uttar Pradesh,bijnor,35,625,hospital,7055754433,An Care And Cure Multispeciality Hospital And Trauma Centre,,,7055754433,4/22/2021 18:39:00
307,Uttar Pradesh,lucknow,35,657,hospital,9919666077,Radha Krishnam Sarkar Multispeciality Hospital,"63-A, Krishna Nagar, Lucknow",lucknow,,
308,Uttar Pradesh,lucknow,35,657,hospital,9198415555,Revanta Hospital,"Near LIC Office, Sarfarazganj, Hardoi Rd, Balaganj, Lucknow, Uttar Pradesh 226003",lucknow,,
309,Maharashtra,mumbai city,22,378,hospital,022-23082714,Nair Hospital,Mumbai Central,mumbai,,
310,Bihar,darbhanga,8,95,hospital,1234567890,Hospital Beds - Darbhanga,,darbhanga,,
311,Bihar,katihar,8,102,hospital,1234567890,Hospital Beds - Katihar,,katihar,,
312,Gujarat,surat,14,200,hospital,9978807619,Nirmal Hospital,,,,4/24/2021 13:52:00
313,Uttar Pradesh,lucknow,35,657,hospital,9455577777,Mercy Hospital,"Ring Road, Near Tedhi Pulia",lucknow,,
314,Maharashtra,mumbai city,22,378,hospital,87797 82434,Rajpal Hospital,Navi Mumbai ,mumbai,,
315,Madhya Pradesh,bhopal,21,319,hospital,9993366621,Chirayu Hospital,,,,4/25/2021 19:28:00
316,Maharashtra,mumbai city,22,378,hospital,77000 19043,Venus Hospital,Ghansoli,mumbai,,
317,Uttar Pradesh,lucknow,35,657,hospital,8400000643,GCRG Hospital,"Chandrika Devi Rd, Bakshi Ka Talab, Lucknow, Uttar Pradesh 226001",lucknow,9450020898,
318,Uttar Pradesh,kanpur dehat,35,650,hospital,7572066699,D.S Memorial Hospital,,,7572066699,4/27/2021 14:35:00
319,Uttar Pradesh,allahabad,35,610,hospital,9839054661,Kamala Nehru Memorial Hospital,,,9792926555,4/22/2021 14:16:00
320,Uttar Pradesh,lucknow,35,657,hospital,9990870070,ESIC Hospital,Sarojini Nagar,lucknow,05222473814,
321,Uttar Pradesh,azamgarh,35,615,hospital,8726000000,Life Line Hospital,,,8726031223,4/22/2021 14:39:00
322,Haryana,gurgaon,15,206,hospital,9811355275,Covid Care Centre - Gurugram,"Tribo Trend Blooms Premier, #591, Sector-56, Gurugram",gurgaon,,
323,Telangana,hyderabad,33,571,hospital,9492035398,Vinn Hospital,"7-1-21, Railway Station Rd, opp. Metro Station Begumpet, Uma Nagar, Begumpet, Hyderabad, Telangana 500016",hyderabad,,
324,Rajasthan,sri ganganagar,30,530,hospital,9414090854,"Jan Sewa Hospital, Tantia University",,,,4/27/2021 2:41pm
325,Uttar Pradesh,lucknow,35,657,hospital,9588160614,Ambulance Services ,,,,4/27/2021 14:35:00
326,Karnataka,bengaluru (bangalore) urban,19,283,hospital,9448077253,Mallige Hospital Sheshadripuram,,bangalore,,5/8/21 18:32
327,Maharashtra,mumbai city,22,378,hospital,022-71979797,Reliance Hospital,Navi Mumbai ,mumbai,,
328,Telangana,hyderabad,33,571,hospital,9182327901,Supraja hospital,,hyderabad,,
329,Uttar Pradesh,lucknow,35,657,hospital,0522-2851181,CIMS Hospital,"Sitapur - Hardoi Bypass Road, Near I.I.M., Ghailla, Lucknow, Uttar Pradesh 226020",lucknow,0522 296 0439,
330,West Bengal,howrah,37,704,hospital,3326530114,"Esi Hospital, Batikuri",,,,4/24/2021 12:48pm
331,Gujarat,gandhinagar,14,180,hospital,8980002120,Goenka Hospital,,,,4/24/2021 13:09:00
332,Uttar Pradesh,lucknow,35,657,hospital,9450374007,A-One Hospital,"labour ada, Pakkapul Bandha Rd, Adarsh Puram, Fazullaganj, Lucknow, Uttar Pradesh 226020",lucknow,,
333,Kerala,kottayam,1,5,hospital,9447239277,Medical College Hospital,,,,4/22/2021 18:09:00
334,Rajasthan,sikar,30,528,hospital,9783859589,Shri Ram Trauma & Super Specialty Hospital,,,,4/24/2021 12:28:00
335,Uttar Pradesh,lucknow,35,657,hospital,9696586266,Charak Hospital ,"Jehta Road, Lucknow",lucknow,,
336,Uttar Pradesh,allahabad,35,610,hospital,7007610062,United Medicity,,,9721277444,4/22/2021 14:10:00
337,Uttar Pradesh,baghpat,35,616,hospital,9811171555,Sarvodaya Hospital And Institute Of Medical Science,,,9811171555,4/22/2021 14:45:00
338,Bihar,muzaffarpur,8,109,hospital,8923256659,Muzaffarnagar Medical College,,,9988682822,4/27/2021 14:42:00
339,Uttar Pradesh,bhadohi,35,624,hospital,9451660072,Pratima Hospital And Truama Centre,,,9451660072,4/22/2021 15:10:00
340,Uttarakhand,chamoli,36,685,hospital,1234567890,Chamoli Covid Beds,Chamoli,chamoli,,
341,Maharashtra,mumbai city,22,378,hospital,022 4222 7777,Guru Nanak Hospital,Bandra East,mumbai,,
342,Maharashtra,mumbai city,22,378,hospital,93215 76570,Holy Family Hospital ,Andheri East,mumbai,,
343,Bihar,madhubani,8,107,hospital,1234567890,Hospital Beds - Madhubani,,madhubani,,
344,West Bengal,hooghly,37,703,hospital,3326312827,"Esi Hospital, Bandel",,,,4/22/2021 6:37pm
345,Bihar,munger (monghyr),8,108,hospital,1234567890,Hospital Beds - Munger,,munger,,
346,Uttar Pradesh,mathura,35,661,hospital,7055704533,Nayati Multi Super Speciality Hospital,,,7088565565,5/1/2021 19:43:42
347,Uttar Pradesh,lucknow,35,657,hospital,9415020266,Maa Chandrika Devi Hospital,"Bargadi, Bakshi Ka Talab, Lucknow, Uttar Pradesh 226016",lucknow,9140190282,
348,Telangana,hyderabad,33,571,hospital,8919794204,Sri Chinnmayee Hospital,"Gayatri Nagar, Karmanghat, Hyderabad",hyderabad,,05/08/21 19:35
349,Telangana,hyderabad,33,571,hospital,49170134,Vitality Hospital,"Vivekananda Colony, Kukatpally",hyderabad,,05/08/21 19:35
350,West Bengal,kolkata,37,707,hospital,9903335544,Rn Tagore  International Institute Of Cardiac  Science,,,,4/23/2021 20:19:00
351,Telangana,hyderabad,33,571,hospital,9704936019,Nova ent hospital,"6-3-652-2, Punjagutta rd, nova ent complex, raj bhavan quarters colony,somajiguda",hyderabad,7729949575,
352,Telangana,hyderabad,33,571,hospital,8374325678,Legend Hospital,vanasthalipuram,hyderabad,,
353,Telangana,hyderabad,33,571,hospital,8520041688,Lotus Cure Hospital,Tirumalgiri ,hyderabad,,
354,Telangana,hyderabad,33,571,hospital,8497971166,Raksha Multispeciality Hospital,,hyderabad,,
355,Gujarat,amreli,14,169,hospital,9879932842,Astha Hospital,,,2792221828,4/22/2021 2:25pm
356,Gujarat,navsari,14,190,hospital,9913644268,Mulla Hospital,,,2637239980,4/23/2021 8:02pm
357,Maharashtra,mumbai city,22,378,hospital,022-68814200,Upasani Hospital,Mulund,mumbai,,
358,Uttarakhand,pithoragarh,36,691,hospital,5964225687,District Hospital,,,,4/23/2021 5:46pm
359,Meghalaya,east garo hills,24,414,hospital,7005324601,Civil Hospital Williamnagar,,,,4/23/2021 17:03:00
360,Uttar Pradesh,sonbhadra,35,679,hospital,9621407820,Sainath Holistic Hospital,,,9125026751,4/27/2021 14:35:00
361,Telangana,hyderabad,33,571,hospital,9866349244,srritcd fever hospital,Nallakunta,hyderabad,,05/08/21 19:38
362,Telangana,hyderabad,33,571,hospital,8977000077,Paramitha Hospital,Kompally,hyderabad,,
363,West Bengal,kolkata,37,707,hospital,3340156789,Divine  Nursing Home,,,,4/27/2021 14:42:00
364,Gujarat,surat,14,200,hospital,9428636999,Sanjivani Hospital Lalgate,,,,4/23/2021 18:13:00
365,Uttar Pradesh,kaushambi,35,653,hospital,9161722518,Tejmati Hospital,,,9919494114,4/24/2021 12:38:00
366,Tamil Nadu,chennai,32,538,hospital,04426644451,Billroth Hospital Shenoynagar,,chennai,,
367,Gujarat,banaskantha (palanpur),14,172,hospital,7574909990,Life Line Icu,,,,4/22/2021 2:46pm
368,Gujarat,bharuch,14,173,hospital,9325358536,Sevashram Hospital,,,2642243493,4/22/2021 3:37pm
369,Uttar Pradesh,bareilly,35,622,hospital,8192000288,Rajshree Medical Research Institute & Hospital Bareilly,,,,
370,Uttar Pradesh,lucknow,35,657,hospital,9415162686,Rajdhani Hospital,"Raebareli Road, Lucknow",lucknow,522 3583966,
371,Rajasthan,alwar,30,501,hospital,1442332104,Sant Sukhdev Hospital,,,,4/22/2021 2:19pm
372,West Bengal,howrah,37,704,hospital,9051675050,Narayana Superspeciality Hospital,,,,4/23/2021 5:56pm
373,Uttar Pradesh,lucknow,35,657,hospital,6392678013,City Max Hospital,,lucknow,,
374,Gujarat,bhavnagar,14,174,hospital,9925537507,Hcg Hospital,,,2786640000,4/27/2021 14:38:00
375,West Bengal,kolkata,37,707,hospital,3330903090,Cmri,,,,4/23/2021 18:38:00
376,Uttar Pradesh,mathura,35,661,hospital,9837085747,LR Hospital and Trauma Centre,,,,5/1/2021 19:56:19
377,Gujarat,valsad,14,199,hospital,2632244168,Kasturba Hospital,,,,4/23/2021 20:07:00
378,Uttar Pradesh,lucknow,35,657,hospital,9830310964,Base (Army) Hospital Lucknow,"Lal Bahadur Shastri Marg, Neil Lines, Cantonment, Lucknow, Uttar Pradesh 226002",lucknow,,
379,Uttar Pradesh,aligarh,35,609,hospital,8941095375,Rusa Medical Centre,,,,4/22/2021 14:11:00
380,Delhi (NCT),new delhi,12,158,hospital,01126655959; 01126655969,Sardar Patel Covid Care Centre,"Radha Soami Beas, Chattarpur, New Delhi",delhi,,
