state,district,state_id,district_id,data_name,external_id,data_id,category,phone_1,is_duplicate,downvotes,upvotes,created_job,email,price,title,address,comment,deleted,phone_2,pincode,latitude,longitude,created_by,created_on,Assigned_to,description,source_link,verified_by,resource_type,last_verified_on,quantity_available,verification_status,last verified,resource type,city,pin_code,hospital_available_icu_beds,hospital_available_normal_beds,hospital_available_oxygen_beds,hospital_available_ventilator_beds,🔒 Row ID,Selected By User,Verification Image,oxygen supplier willing to join WhatsAppBot
Andhra Pradesh,Visakhapatnam,5,29,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6b200698-503a-4efa-8570-f347541235d8,384,hospital,0866-2410978,False,0,0,12,,,Andhra Pradesh - Hospital Beds,,,False,,,,,Simonil,05/10/2021,,Refer Source Link for bed availability status in AP.,http://dashboard.covid19.ap.gov.in/ims/hospbed_reports/,,,,,3rd_party_verified,,accepts_covid,Visakhapatnam,,,,,,,,,
Bihar,Patna,8,112,CW Volunteers,0e904beb-54c3-41be-b4c4-d941be4bde5e,46,hospital,8434571619,False,0,0,11,,,Hospital,Max Care Hospital,,False,8340357578,,,,cw12,30.04.2021,,for all,,,,,as per required,,,ventilator bed,,,,,,,,,,
Bihar,Jehanabad,8,100,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,0c0ff310-332c-409b-8caa-e3c3d29cf89d,482,hospital,1234567890,False,0,0,12,,,Hospital Beds - Jehanabad,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Jehanabad,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6e72166c-56e8-4df8-9b4b-59f8265c04bd,309,hospital,9450048007,False,0,0,12,,,Shatabdi Super Speciality Hospital,"Sultanpur Road, Lucknow",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/05/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
West Bengal,Bankura,37,697,Verification App from Ruchika,f1061180-a02e-45e4-82f1-68b5a48ad0a4,1911,hospital,9434216662,False,0,0,4,,,Medicare General Hospital,,Available and verified,False,,,,,,"April 19, 2021 1:18pm",,,https://www.wbhealth.gov.in/uploaded_files/corona/COVID19_Hospitals-59_List.pdf,Varun Kumar,,4/22/2021 2:48pm,,pending (not verified),,,,,,,,,O-5me19.SwGPMHEW8dhjyw,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,3f3fe575-8f01-4bc7-add0-8c8d50f291c5,143,hospital,9000245391,False,0,0,12,,,Maha Hospital,Jubilee Hills,,False,,,,,Nikita,05/01/21,,,,,,,11 oxygen beds,bogus,,,Hyderabad,,,,,,,,,
Jharkhand,Ranchi,18,274,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,2f9abc40-d0bc-4ed0-86a9-dcfbe47864d5,497,hospital,1234567890,False,0,0,12,,,Hospital Beds - Ranchi,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Ranchi,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,COVIDFYI,ae13b57b-0337-48bf-9842-0a95a2ea5c1e,3718,hospital,9036304558,False,0,0,8,,,Bowring & Lady Curzon Medical College & Research Institute,,,False,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/Pages/covid-19.aspx,,,4/27/2021 14:39:00,,Invalid,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,0055d350-5a65-4421-9d77-434f84997642,18,hospital,8198449506,False,0,0,12,,,Hospital Artiam R R Nagar,,This is an incorrect number,False,,,,,Simonil,04/30/21,,Contact Dr. Manjunath,,Disha,,5/8/21 18:26,,unreachable,,,Bangalore,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6b38b07d-8c28-47ea-a774-1c0886420155,223,hospital,7839564427,False,0,0,12,,,T S Mishra Medical College & Hospital,"opp. Railway Station, Amausi, Anora, Uttar Pradesh 226009",,False,078395 64428,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226009,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,f1caaf77-c4b9-4035-992a-e1f80da834a4,318,hospital,8960286288,False,0,0,12,,,Sun Hospital,"Vibhav Khand, Gomatinagar, Lucknow",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/05/2021,,Incharge District Officer Order dated 24.04.2021,,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,1e3de9cb-88be-41ae-b1fc-033d0178deb7,19,hospital,9986863110,False,0,0,12,,,Bowring Hospital Shivajinagar,,unreachable,False,,,,,Simonil,04/30/21,,Contact Dr. Thanvir,,Disha,,5/8/21 18:26,,unreachable,,,Bangalore,,,,,,,,,
Gujarat,Navsari,14,190,Verification App from Ruchika,2a82a0fc-64ee-4394-a33e-a430c0fd5350,1417,hospital,9825683362,False,0,0,4,kejallifeinhospital@gmail.com,,Kejal Lifein Hospital,,Unavailable but verified,False,2637236101,,,,,"April 19, 2021 1:18pm",,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Nidhi Rungta,,4/27/2021 2:38pm,,pending (not verified),,,,,,,,,JSAp4dswSn-QI.bBot0amQ,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,d8f5db50-e590-48e1-82a5-16bd59594637,155,hospital,7331126430,False,0,0,12,,,Care Hospitals,,,False,,,,,Nikita,05/01/21,,,,,,,,verified,,,Hyderabad,,No,No beds ,No,No,,,,
Uttar Pradesh,Gonda,35,640,COVIDFYI,daf9497e-b6f6-4904-a22e-dfb509ec1ae2,4025,hospital,9415120955,False,0,0,8,,,R N Pandey,,,False,9415120955,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/23/2021 18:22:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Meerut,35,663,COVIDFYI,6775ca7a-2c77-4c6a-86b2-473c7a3521de,4086,hospital,9837049311,False,0,0,8,,,KMC Hospital And Research Centre,,,False,,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/24/2021 13:05:00,,Unresponsive,,,,,,,,,,,,
Haryana,Rohtak,15,219,COVIDFYI,75650202-a615-4a77-ac65-fa97cbd5e11b,3351,hospital,9306717284,False,0,0,8,holyhearttrauma@gmail.com,,HOLY HEART,,,False,9306722176,,,,,,,,From visit to the hospital,,,4/24/2021 16:29:00,,Unresponsive,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e268a168-7092-4cff-bb2f-c891e1e93161,20,hospital,9739803593,False,0,0,12,,,Charaka Hospital V V Puram,,busy,False,,,,,Simonil,04/30/21,,Contact Dr. Haricharan,,Disha,,5/8/21 18:28,,unreachable,,,Bangalore,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6293f034-916a-41a6-b595-7bd59b3dd030,21,hospital,8150978143,False,0,0,12,,,Sagar Hospital Banashankari,,This number is incorrect,False,,,,,Simonil,04/30/21,,Dr. Sagar,,Disha,,5/8/21 18:28,,unreachable,,,Bangalore,,,,,,,,,
Maharashtra,Mumbai Suburban,22,379,COVIDFYI,2d196210-e729-41bd-9d49-8bdcb8633180,3345,hospital,9820881282,False,0,0,8,,,Pawan Dham,,,False,9820959828,,,,,,,,https://timesofindia.indiatimes.com/city/mumbai/mumbai-two-jain-temples-in-city-turn-into-covid-centres/articleshow/82185396.cms,,,4/27/2021 14:35:00,,Pending,,,,,,,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,2b346fba-7e12-4001-9bc9-6487b55257c4,4149,hospital,8820702070,False,0,0,8,,,Mr Bangur Hospital,,,False,,,,,,,,,https://wb.gov.in/COVID-19/OC8.pdf,,,4/23/2021 18:12:00,,Unresponsive,,,,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,d524d7c8-f25d-46be-a030-d3efc6feaf86,86,hospital,9152050040,False,0,0,12,,,Nanavati Hospital,"Swami Vivekananda Rd, near LIC, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056",,False,,,,,Siddharth,04/30/21,,,,,,,,verified,,,Mumbai,400056,No,Yes,Yes,No,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e69d8103-0a05-41cf-8627-43ba6e65fff5,88,hospital,8080833354,False,0,0,12,,,Veena Multi-Specialty Hospital (Andheri),"Plot No, Swaroop Bhavan, 38, Tarun Bharat Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099",,False,,,,,Tarini ,04/30/21,,,,,,,4 Oxygen Beds and 10 normal beds avaiable,verified,,,Mumbai,400099,,,Yes,,,,,
Bihar,Sitamarhi,8,120,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,058c26a4-6d50-487a-aa00-3253f215a201,502,hospital,1234567890,False,0,0,12,,,Hospital Beds - Sitamarhi,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Sitamarhi,,,,,,,,,
Rajasthan,Bharatpur,30,505,Verification App from Ruchika,cb022cb3-e68a-4e8a-af44-3dcd9c45bbb6,1717,hospital,5644236800,False,0,0,4,,,"Jindal Nursing HomeSp Mukherjee Nagar, Bharatpur, Bharatpur, Rajasthan, India, Pincode: 321001",,Unresponsive,False,5644236550,,,,,"April 19, 2021 1:18pm",,,http://www.rajswasthya.nic.in/PDF/Notification%20Fully%20Dedicated%2005-04-2020.pdf,Varun Kumar,,4/22/2021 3:14pm,,pending (not verified),,,,,,,,,ZoX05g-hSVCccOrEa.OI1Q,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,5d3e2c02-1efb-456b-8a12-8be2e8aa214e,29,hospital,9448053952,False,0,0,12,,,Vagus Hospital Mallesharam,,no answer,False,,,,,Simonil,04/30/21,,Dr. Narayanaswamy,,Disha,,5/8/21 18:30,,unreachable,,,Bangalore,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,dc7ca6af-bbde-47b4-b69f-ac1c646cccba,31,hospital,9986315997,False,0,0,12,,,Applo Hospital Sheshadripuram,,busy,False,,,,,Simonil,04/30/21,,Sri. Thimmaraya Gowda,,Disha,,5/8/21 18:34,,unreachable,,,Bangalore,,,,,,,,,
Chhattisgarh,Raipur,10,148,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,df9d65d7-7d2f-4129-a20e-8565148d5c92,518,hospital,104,False,0,0,12,0788-2210773,,Chhatisgarh - District Covid Helpline,,Hospital-wise bed availability viewable at link ,False,0788-2210772,,,,Simonil,05/11/2021,,Refer source link for bed availability.,https://cg.nic.in/health/covid19/Default.aspx,,,,,3rd_party_verified,,accepts_covid,Raipur,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,5411928f-8dd1-4d66-8f1f-3453446a1dfb,276,hospital,9319589279,False,0,0,12,,,Delhi Sikh Gurudwara Mgt. Commitee,Sarai Kale Khan,100 bed dialysis facility. Likely to be converted into covid care facility,False,1123737328,,,,Gopal,05/04/21,,https://www.thehindu.com/news/cities/Delhi/gurdwara-body-opens-100-bed-hospital-near-sarai-kale-khan/article34444864.ece,,,,,,3rd_party_verified,,,Delhi,,,,,,,,,
Rajasthan,Jaipur,30,515,COVIDFYI,d59690bf-ecce-4dce-baf0-72263c72fff1,3929,hospital,8209112988,False,0,0,8,,,Maharaja Vinayak General Hospital,,,False,,,,,,,,,,,,4/25/2021 18:45:00,,Available and verified,,,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,dcdb4db5-2106-47d5-9abd-5df177c36d3c,526,hospital,011 22307145,False,0,0,12,,,500 beds ICU Covid Care Centre,"Ram Leela Maidan, Opp. GTB Hospital, Delhi",,False,,,,,Gopal,05/11/2021,,,https://www.indiatoday.in/coronavirus-outbreak/story/cm-arvind-kejriwal-to-inaugurate-500-icu-beds-in-delhi-for-covid19-patients-1801177-2021-05-11,,,,,3rd_party_verified,,accepts_covid,Delhi,,,,,,,,,
Uttar Pradesh,Fatehpur,35,635,COVIDFYI,7c179494-1f9a-4489-849d-38d24d00a2e7,4016,hospital,9670780916,False,0,0,8,,,Broadwell Christian Hosptial,,,False,8318748851,,,,,,,,http://dgmhup.gov.in/documents/Compendium_DOMHFW.pdf,,,4/27/2021 14:42:00,,Unavailable but verified,,,,,,,,,,,,
Gujarat,Mehsana,14,187,COVIDFYI,80aa6d7c-ce73-4943-b111-1a9cf2fa3175,3624,hospital,8200906507,False,0,0,8,dhwanigj2@gmail.com,,Shankuz Medi City,,,False,,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/23/2021 17:02:00,,Unresponsive,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,2057e048-a69e-412a-ae83-7bf6f494d32a,32,hospital,9845052232,False,0,0,12,,,Colombia Asia Hospital Hebbal,,switched off,False,,,,,Simonil,04/30/21,,Dr. Rajendra,,Disha,,5/8/21 18:34,,unreachable,,,Bangalore,,,,,,,,,
Bihar,Samastipur,8,116,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,2a5ba070-6382-4a35-9fc2-b06dd0d3e2a4,500,hospital,1234567890,False,0,0,12,,,Hospital Beds - Samastipur,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Samastipur,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,56ea0133-5b43-4076-acef-91d24aeff675,136,hospital,080 66040400,False,0,0,12,,,Aster RV hospital ,   JP Nagar ,Beds booked through BBMP only,False,,,,,Archana,04/30/21,,,,,,,,verified,,,Bangalore,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,51c36d8e-6d75-451f-9e7a-59a584eab75a,34,hospital,9448214426,False,0,0,12,,,Victoria Hospital K.R.Market,,Not picking up,False,,,,,Simonil,04/30/21,,Dr.Pradeep Kumar ,,Disha,,5/8/21 18:36,,unreachable,,,Bangalore,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,7fc6cee0-d380-4362-b6eb-3458f1f70622,193,hospital,9415002546,False,0,0,12,,,Kamakhya Hospital,"Sarai Mali Ka Krasinga, Hardoi Rd, Chaupatiyan, Chowk, Lucknow, Uttar Pradesh 226003",Normal Oxygen Support+ICU Oxygen Support+Ventilator Support provided.,False,0522 225 3939,,,,Gopal,05/01/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Meghalaya,East Garo Hills,24,414,COVIDFYI,3f60414f-609c-4a2b-80d6-b23484e8ba26,3884,hospital,9436103945,False,0,0,8,,,Civil Hospital Shillong,,,False,9436103036,,,,,,,,http://meghalaya.gov.in/megcms/sites/default/files/announcement/HOSPITAL_IN_MEGHALAYA.pdf,,,4/23/2021 14:49:00,,Available and verified,,,,,,,,,,,,
Rajasthan,Nagaur,30,523,Verification App from Ruchika,85173970-0868-4d1c-9c91-649865df9371,1732,hospital,1582242985,False,0,0,4,,,JLN Hospital,,Unresponsive,False,,,,,,"April 19, 2021 1:18pm",,,http://www.rajswasthya.nic.in/PDF/Notification%20Fully%20Dedicated%2005-04-2020.pdf,Diya Dashiwal,,4/23/2021 4:50pm,,pending (not verified),,,,,,,,,PYKmY6iuQGCtiuLTq.4xJA,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,ed2120ce-1938-4d2d-a665-4c013a963065,126,hospital,"022-25905599, 9322709039",False,0,0,12,,,Sai Siddhi Hospital (Mulund),,,False,,,,,Arati,04/30/21,,,,,,,no beds currently avilable ,verified,,accepts_covid,Mumbai,,,,,,,,,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,a672be6b-d8c4-4a04-a7d6-3b21d2710cda,127,hospital,9136665305,False,0,0,12,,,Apex Hospital (Mulund),,call second number for beds not first,False,022-41624000,,,,Arati,04/30/21,,,,,,,no beds currently avilable ,verified,,accepts_covid,Mumbai,,,,,,,,,
Gujarat,Surat,14,200,COVIDFYI,b7def15c-e17a-496c-9693-e9f61395535a,3676,hospital,2612477788,False,0,0,8,shriamtrust@yahoo.com,,Shri K.P.Sanghvi Hopsital,,,False,,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/23/2021 17:45:00,,Unresponsive,,,,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,1ca1bbf9-49fe-4754-b7ef-0b40298e5c7e,133,hospital,9555980262,False,0,0,12,,,Era Lucknow Medical College and Hospital,"Sarfarazganj, Hardol Road, Lucknow",Oxygen/ICU support available.,False,5226600777,,,,Gopal,04/30/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Chhattisgarh,Raipur,10,148,CW Volunteers,aa4e924a-5761-4e93-ade3-5af26dc326c0,16,hospital,6267367823,False,0,0,11,,free,Hospital,"Ayurvedic hospital, great Eastern road",,False,,,,,cw9,30.04.21,,,,,,,145,,,isolation bed,,,,,,,,,,
Bihar,Supaul,8,122,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6c126aa2-70c9-49ce-af8b-e749f27c8a5c,504,hospital,1234567890,False,0,0,12,,,Hospital Beds - Supaul,,,False,,,,,Gopal,05/10/2021,,Refer source link for covid bed/Oxygen/other resources availability,https://docs.google.com/spreadsheets/d/1foeKIDRi_U6VTsyv1s_Hi3-5dWbQfIBrARgjeQDgwaU/edit?usp=sharing,,,,,3rd_party_verified,,accepts_covid,Supaul,,,,,,,,,
Meghalaya,South West Khasi Hills,24,421,Verification App from Ruchika,623fc5fb-7789-4483-8706-b9442509184c,1682,hospital,9485126252,False,0,0,4,,,Holy Cross Hospital Mairang,,Available and verified,False,,,,,,"April 19, 2021 1:18pm",,,http://meghalaya.gov.in/megcms/sites/default/files/announcement/HOSPITAL_IN_MEGHALAYA.pdf,Jasseerat Kaur,,4/22/2021 3:08pm,,pending (not verified),,,,,,,,,a-TIgwsK-QOCjLoMxHAd0hA,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Maharashtra,Mumbai City,22,378,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6bfef9fd-e5fe-47c4-b0f2-be5540e43f2e,1,hospital,9773459206,False,0,0,12,,,MAA Hospital,"B R C Colony, R C Marg, Chembur East, Mumbai - 400071, Near Aaradhana Hotel",9773459206 - is the wrong number and the other number is not reachable,False,912225220334,,,,Siddharth,04/29/21,,,https://twitter.com/Shreya05_03/status/1386362672657043456,,,,,unreachable,,accepts_covid,Mumbai,400071,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,11f525d3-6756-47a4-b112-e8e6af0a3731,191,hospital,8052258241,False,0,0,12,,,SHM Hospital,Malihabad Lucknow,ICU Oxygen Support+Ventilator Support provided.,False,,,,,Gopal,05/01/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,,,,,,,,,
Gujarat,Amreli,14,169,Verification App from Ruchika,8b2fb127-0fd4-458a-bb6a-9ddac2e8873f,1356,hospital,9426212522,False,0,0,4,,,Raghavedra Hospital,,Available and verified,False,2792233580,,,,,"April 19, 2021 1:18pm",,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Varun Kumar,,4/22/2021 2:24pm,,pending (not verified),,,,,,,,,8xS33c1CRGyAzb3ExbFMwQ,,https://drive.google.com/file/d/1K4Z8jpGUKFSHMu0xSE1tFtmyUAsXl-29/view?usp=sharing,
Uttarakhand,Haridwar,36,688,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,9331a21b-0a0d-47b0-b952-9f8fdc1e0bff,460,hospital,1234567890,False,0,0,12,,,Haridwar Covid Beds,Haridwar,,False,,,,,Gopal,05/10/2021,,Refer source link for Hospital bed occupancy.,http://covid19.uk.gov.in/bedssummary.aspx,,,,,verified,,accepts_covid,Haridwar,,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,ecda761d-e807-4fb4-a407-57ead021514f,137,hospital,9182559313,False,0,0,12,,,Kachiguda,,oxygen beds avialable for patients with SPO2 85. No Answer on the contact number,False,,,,,Nikita,05/01/21,,,,Disha,,05/08/21 19:30,,unreachable,,,Hyderabad,,,,,,,,,
Bihar,Patna,8,112,CW Volunteers,d37e5f8b-d29a-435b-b633-c2112d30e83b,40,hospital,8102473340,False,0,0,11,,Critical Patients,Hospital,JDM Kankarbagh,,False,,,,,cw12,01.05.2021,,for all,,,,,15,,,ventilator bed,,,,,,,,,,
Delhi (NCT),New Delhi,12,158,CW Volunteers,115efa43-eaa5-4379-8195-473d77df2715,66,hospital,1143274444,False,0,0,11,,,Hospital,"Garg hospital, no.8and9,opp karkardooma court ,sector 17",,False,1145152556,,,,cw6,05.05.2021,,for critical patients ,,,,,,,,oxygen bed,,,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,e62068f7-6fd3-4d9b-8237-fc8b5a69fd0d,141,hospital,4045674567,False,0,0,12,,,Yashoda Hospital,somajiguda,,False,,,,,Nikita,05/01/21,,,,,,,,verified,,,Hyderabad,,,No beds available ,,,,,,
West Bengal,Kolkata,37,707,COVIDFYI,f07461d0-1d85-48cb-880d-44fcf012dcd7,4155,hospital,3340171717,False,0,0,8,,,Eedf  Medicare Centre  (Sri Aurobindo Seva Kendra),,,False,,,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Covid-19_Pvt_Hospitals_Kol_Isolation_22_March_20.pdf,,,4/23/2021 20:51:00,,Unresponsive,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,6ee6441c-e634-4e47-87ff-6e292610ee8e,16,hospital,9964089472,False,0,0,12,,,M.S.Ramaiah Hospital New BEL Road,,switched off,False,,,,,Simonil,04/30/21,,Contact Dr. Vishwa,,Disha,,5/8/21 18:24,,unreachable,,,Bangalore,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,4ea3fa1a-d260-4760-87d0-0ef4625e751b,17,hospital,9071703519,False,0,0,12,,,People Trees Hospital Gorguntepalya,,no answer,False,,,,,Simonil,04/30/21,,Contact Smt. Manjula Devi ,,Disha,,5/8/21 18:25,,unreachable,,,Bangalore,,,,,,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,b7020427-6a05-462f-94e7-038f3f167179,145,hospital,7893850658,False,0,0,12,,,Safe Hospital,athapur,,False,,,,,Nikita,05/01/21,,,,,,,,verified,,,Hyderabad,,No,Available ,No,No,,,,
Telangana,Hyderabad,33,571,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,8e0580c2-1442-4ff5-b833-aabc744ae426,146,hospital,9849616870,False,0,0,12,,,Ent Hospital,somajiguda,only for 60 years and above (must have oxygen levels of 93-94),False,,,,,Nikita,05/01/21,,,,,,,,verified,,,Hyderabad,,,,No,,,,,
Gujarat,Surat,14,200,COVIDFYI,9c04fd01-3241-4d41-9ab5-72fa5c96b379,3666,hospital,7573039107,False,0,0,8,saachi@saachihospital.com,,Saachi Hospital,,,False,2612236800,,,,,,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,,,4/24/2021 16:35:00,,Available and verified,,,,,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,21132c28-f741-449e-879b-cecb48dee45c,28,hospital,9845313235,False,0,0,12,,,Unity life Hospital Nagarbhavi ,,no beds available ,False,,,,,Simonil,04/30/21,,Dr. Shivaraj,,,,,,verified,,,Bangalore,,,,,,,,,
Uttar Pradesh,Lucknow,35,657,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,1d2f76f1-d1f9-47d8-bd2e-f984f3d1f381,237,hospital,6391939505,False,0,0,12,8130440459,,Medanta Hospital,"Amar Shaheed Path, Golf City, Pocket - 1, Sector A, Lucknow, Uttar Pradesh 226030",ICU Oxygen Support+Ventilator Support provided.,False,7314747015,,,,Gopal,05/02/21,,Incharge District Officer Order dated 24.04.2021,https://beds.dgmhup-covid19.in/EN/covid19bedtrack,,,,,verified,,accepts_covid,Lucknow,226030,,,,,,,,
Karnataka,Bengaluru (Bangalore) Urban,19,283,﻿COVID-19 Resource Leads for COVIDFYI  | Oxygen,56258651-eec8-4933-bf65-f21776aed758,35,hospital,9488658119,False,0,0,12,,,N.R.Hospital Chandapura,,Not picking up,False,,,,,Simonil,04/30/21,,Dr. Jagadeesh,,Disha,,5/8/21 18:36,,unreachable,,,Bangalore,,,,,,,,,
